ID,Name,Code,Country
1962,DHL Aviation,DHV,South Africa
1963,DHL International,DHX,Bahrain
1964,DHL de Guatemala,JOS,Guatemala
1965,DSWA,RSK,United States
1966,Daallo Airlines,DAO,Djibouti
1967,Dagestan Airlines,DAG,Russia
1968,Dahla Airlines,DHA,Democratic Republic of Congo
1969,Daimler Chrysler Aviation,DCS,Germany
1970,Daimler-Chrysler,DCX,United States
1971,Daka,DKA,Kazakhstan
1972,Dala Air Services,DLR,Nigeria
1973,Dalavia,KHB,Russia
1974,Dallas Express Airlines,DXP,United States
1975,Damascene Airways,DAS,Syrian Arab Republic
1976,Danbury Airways,DSA,United States
1977,Dancopter,DOP,Denmark
1978,Danish Air Force,DAF,Denmark
1979,Danish Army,DAR,Denmark
1980,Danish Navy,DNY,Denmark
1981,Danu Oro Transportas,DNU,Lithuania
1982,Darta,DRT,France
1983,Darwin Airline,DWT,Switzerland
1984,Dasab Airlines,DSQ,Uganda
1985,Dash Air Charter,DSH,United States
1986,Dash Aviation,GOB,United Kingdom
1987,Dasnair,DGX,Switzerland
1988,Dassault Aviation,DAB,France
1989,Dassault Falcon Jet Corporation,CVF,United States
1990,Dassault Falcon Service,DSO,France
1991,Data International,DTN,Sudan
1992,Date Transformation Corp,XDT,United States
1993,Dauair,DAU,Germany
1994,David Crawshaw Consultants Limited,DCO,United Kingdom
1995,Dawn Air,DWN,United States
1996,DayJet,DJS,United States
1997,Daya Aviation,DAY,Sri Lanka
1998,De Havilland,DHC,Canada
1999,Deadalos Flugtbetriebs,IAY,Austria
2000,Decatur Aviation,DAA,United States
2001,Deccan Aviation,DKN,India
2002,Deccan Aviation (Lanka),DLK,Sri Lanka
2003,Deer Jet,DER,China
2004,Deere and Company,JDC,United States
2005,Delaware Skyways,DWR,United States
2006,Delta Aerotaxi,DEA,Italy
2007,Delta Air Charter,SNO,Canada
2008,Delta Air Elite,ELJ,United States
2009,Delta Air Lines,DAL,United States
2010,Delta Engineering Aviation,KMB,United Kingdom
2011,Delta Express International,DLI,Ukraine
2012,Delta State University,DSU,United States
2013,Denim Air,DNM,Netherlands
2014,Denver Express,FEC,United States
2015,Denver Jet,DJT,United States
2016,Departmento De Agricultura De La Generalitat De Cataluna,FGC,Spain
2017,Deraya Air Taxi,DRY,Indonesia
2018,Des R Cargo Express,DRX,Mauritania
2019,Desarrollo Milaz,MIZ,Mexico
2020,Destiny Air Services,DTY,Sierra Leone
2021,Deutsche Bahn,,Germany
2022,Deutsche Rettungsflugwacht,AMB,Germany
2023,Deutsches Zentrum fur Luft-und Raumfahrt EV,LFO,Germany
2024,Di Air,DIS,Serbia
2025,Diamond Aviation,SPK,United States
2026,Didier Rousset Buy,DRB,Chile
2027,Digital Equipment Corporation,DGT,United States
2028,Dinar,RDN,Argentina
2029,Diplomatic Freight Services,DIP,United Kingdom
2030,Direccion General de Aviacion Civil y Telecomunicasciones,ENA,Spain
2031,Direct Air,DIA,United States
2032,Direct Air trading as Midway Connection,XAP,United States
2033,Direct Flight,DCT,United Kingdom
2034,Sky Express,SXP,Poland
2035,Dirgantara Air Service,DIR,Indonesia
2036,Discover Air,DCV,United States
2037,Discovery Airways,DVA,United States
2038,Dispatch Services,XDS,United States
2039,Dix Aviation,DIX,Germany
2040,Dixie Airways,DEE,United States
2041,Djibouti Airlines,DJB,Djibouti
2042,Dniproavia,UDN,Ukraine
2043,Flying Dolphin Airlines,FDN,United Arab Emirates
2044,Dolphin Express Airlines,IXX,United States
2045,Dome Petroleum,DPL,Canada
2046,Dominguez Toledo (Grupo Mayoral),MYO,Spain
2047,Dominicana de Aviaci,DOA,Dominican Republic
2048,Domodedovo Airlines,DMO,Russia
2049,Don Avia,DVB,Kazakhstan
2050,Donair Flying Club,DON,United Kingdom
2051,DonbassAero,UDC,Ukraine
2052,Dorado Air,DAD,Dominican Republic
2053,Dornier,DOR,Germany
2054,Dornier Aviation Nigeria,DAV,Nigeria
2055,Dos Mundos,DOM,Dominican Republic
2056,Dragonair,HDA,DRAGON
2057,Dreamcatcher Airways,DCA,United Kingdom
2058,Druk Air,DRK,Bhutan
2059,Drummond Island Air,DRE,United States
2060,Dubai Airwing,DUB,United Arab Emirates
2061,Dubrovnik Air,DBK,Croatia
2062,Ducair,DUK,Luxembourg
2063,Duchess of Britany (Jersey) Limited,DBJ,United Kingdom
2064,UK Royal/HRH Duke of York,LPD,United Kingdom
2065,Dun'Air,DUN,Mauritania
2066,Duncan Aviation,PHD,United States
2067,Dunyaya Bakis Hava Tasimaciligi,VVF,Turkey
2068,Duo Airways,DUO,United Kingdom
2069,Durango Jet,DJE,Mexico
2070,Dutch Antilles Express,DNL,Netherlands Antilles
2071,Dutch Caribbean Express,DCE,Netherlands Antilles
2072,Dutchbird,DBR,Netherlands
2073,Dwyer Aircraft Services,DFS,United States
2074,Dynair Services,XDY,United States
2075,Dynamair Aviation,DNR,Canada
2076,Dynamic Air,DYE,Netherlands
2077,dba,BAG,Germany
2078,E H Darby Aviation,EHD,United States
2079,Electronic Data Systems,,Switzerland
2080,Electronic Data Systems,1Y,
2081,EAA Escola De Aviacao Aerocondor,EAD,Portugal
2082,Executive Airlines Services,EXW,Nigeria
2083,EFAOS- Agencia De Viagens e Turismo,EFS,Angola
2084,EFD Eisele Flugdienst,EFD,Germany
2085,EFS-Flugservice,FSD,Germany
2086,EIS Aircraft,EIS,Germany
2087,EPAG Groupe Air France,IAG,France
2088,ESI Eliservizi Italiani,ESI,Italy
2089,EU Airways,EUY,Ireland
2090,EUjet,EUJ,Ireland
2091,EVA Air,EVA,Taiwan
2092,Eagle Aero,ICR,United States
2093,Eagle Air,EGR,Sierra Leone
2094,Eagle Air,,Uganda
2095,Eagle Air Company,EGX,Thailand
2096,Eagle Air Iceland,FEI,Iceland
2097,Eagle Aviation,EGU,Uganda
2098,Eagle Aviation,GYP,United Kingdom
2099,Eagle Aviation France,EGN,France
2100,Eagle International,SEG,Senegal
2101,Eagle Jet Charter,EGJ,United States
2102,Eaglemed (Ballard Aviation),EMD,United States
2103,Earth Airlines Services,ERX,Nigeria
2104,East African,UGX,Uganda
2105,East African Safari Air,HSA,Kenya
2106,East African Safari Air Express,EXZ,Kenya
2107,East Asia Airlines,EMU,Macao
2108,East Coast Airways,ECT,South Africa
2109,East Coast Jets,ECJ,United States
2110,East Hampton Aire,EHA,United States
2111,East Kansas City Aviation,EKC,United States
2112,East Midlands Helicopters,CTK,United Kingdom
2113,East Star Airlines,DXH,China
2114,East-West Airlines,EWA,Australia
2115,Eastern Air,EAZ,Zambia
2116,Eastern Air Executive,EAX,United Kingdom
2117,Eastern Airways,EZE,United Kingdom
2118,Eastern Australia Airlines,EAQ,Australia
2119,Eastern Carolina Aviation,ECI,United States
2120,Eastern Executive Air Charter,GNS,United Kingdom
2121,Eastern Express,LIS,Kazakhstan
2122,Eastern Metro Express,EME,United States
2123,Eastern Pacific Aviation,EPB,Canada
2124,Eastern Sky Jets,ESJ,United Arab Emirates
2125,Eastland Air,ELA,Australia
2126,Eastwind Airlines,SGR,United States
2127,Easy Link Aviation Services,FYE,Nigeria
2128,Eckles Aircraft,CMN,United States
2129,Eclipse Aviation,EJT,United States
2130,Eco Air,ECQ,Nigeria
2131,Ecoair,DEI,Algeria
2132,Ecomex Air Cargo,ECX,Angola
2133,Ecotour,ECD,Mexico
2134,Ecoturistica de Xcalak,XCC,Mexico
2135,Ecuatoguineana De Aviacion (EGA),ECV,Equatorial Guinea
2136,Ecuatorial Cargo,EQC,Equatorial Guinea
2137,Ecuavia,ECU,Ecuador
2138,Edelweiss Air,EDW,Switzerland
2139,Edgartown Air,SLO,United States
2140,Edinburgh Air Charter,EDC,United Kingdom
2141,Edwards Jet Center of Montana,EDJ,United States
2142,Efata Papua Airlines,EIJ,Indonesia
2143,Egyptair,MSR,Egypt
2144,Egyptair Cargo,MSX,Egypt
2145,Egyptian Air Force,EGY,Egypt
2146,Egyptian Aviation,EJX,Egypt
2147,Egyptian Aviation Company,EMA,Egypt
2148,Ei Air Exports,EIX,Ireland
2149,Eirjet,EIR,Ireland
2150,El Al Israel Airlines,ELY,Israel
2151,El Caminante Taxi Aereo,CMX,Mexico
2152,El Quilada International Aviation,GLQ,Sudan
2153,El Sal Air,ELS,El Salvador
2154,El Sol De America,ESC,Venezuela
2155,El-Buraq Air Transport,BRQ,Libya
2156,Elan Express,ELX,United States
2157,Elbe Air Transport,LBR,Germany
2158,Elbrus-Avia Air Enterprise,NLK,Russia
2159,Eldinder Aviation,DND,Sudan
2160,Elicar,PDV,Italy
2161,Elidolomiti,EDO,Italy
2162,Elieuro,ELB,Italy
2163,Elifriulia,EFG,Italy
2164,Elilario Italia,ELH,Italy
2165,Elilombarda,EOA,Italy
2166,Elimediterranea,MEE,Italy
2167,Elios,VUL,Italy
2168,Elipiu',IEP,Italy
2169,Elisra Airlines,RSA,Sudan
2170,Elite Air,EAI,Togo
2171,Elite Jets,EJD,United Arab Emirates
2172,Elitellina,FGS,Italy
2173,Elliott Aviation,ELT,United States
2174,Elmagal Aviation Services,MGG,Sudan
2175,Elrom Aviation and Investments,ELR,Israel
2176,Embassy Airlines,EAM,Nigeria
2177,Embassy Freight Company,EFT,United States
2178,Empresa Brasileira De Aeronautica,EMB,Brazil
2179,Embry-Riddle Aeronautical University,XSL,United States
2180,Emerald Airways,JEM,United Kingdom
2181,Emery Worldwide Airlines,EWW,United States
2182,Emetebe,EMT,Ecuador
2183,Emirates,UAE,United Arab Emirates
2184,Emoyeni Air Charter,SBC,South Africa
2185,Empire Air Service,EMP,United States
2186,Empire Airlines,CFS,United States
2187,Empire Aviation Services,MPR,Nigeria
2188,Empire Test Pilots' School,ETP,United Kingdom
2189,Empresa (Aero Uruguay),AUO,UNIFORM OSCAR
2190,Empresa Aero-Servicios Parrague,PRG,Chile
2191,Empresa Aerocaribbean,CRN,Cuba
2192,Empresa Aviacion Interamericana,VNA,Uruguay
2193,Empresa Ecuatoriana De Aviacion,EEA,Ecuador
2194,Empresa Nacional De Servicios Aereos,CNI,Cuba
2195,Empresa Venezolana,VNE,Venezuela
2196,Empresa de Aviacion Aerogaviota,GTV,Cuba
2197,Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero,XLT,Brazil
2198,Endecots,ENC,Ecuador
2199,Enimex,ENI,Estonia
2200,Enkor JSC,ENK,Russia]]
2201,Enrique Gleisner Vivanco,EGV,Chile
2202,Ensenada Vuelos Especiales,ESE,Mexico
2203,Entergy Services,ENS,United States
2204,Enterprise World Airways,EWS,Democratic Republic of the Congo
2205,Eos Airlines,ESS,United States
2206,Equaflight Service,EKA,Republic of the Congo
2207,Equatair Air Services (Zambia),EQZ,Zambia
2208,Equatorial Airlines,EQT,Equatorial Guinea
2209,Era Helicopters,ERH,United States
2210,Eram Air,IRY,Iran
2211,Erfoto,ERF,Portugal
2212,Erie Airways,ERE,United States
2213,Eritrean Airlines,ERT,Eritrea
2214,Escuela De Pilotos Are Aviacion,CTV,Spain
2215,Espace Aviation Services,EPC,Democratic Republic of the Congo
2216,Esso Resources Canada,ERC,Canada
2217,Estafeta Carga Aerea,ESF,Mexico
2218,Estonian Air,ELL,Estonia
2219,Estrellas Del Aire,ETA,Mexico
2220,Ethiopian Airlines,ETH,Ethiopia
2221,Eti 2000,MJM,Italy
2222,Etihad Airways,ETD,United Arab Emirates
2223,Etram Air Wing,ETM,Angola
2224,Euraviation,EVN,Italy
2225,Euro Continental AIE,ECN,Spain
2226,Euro Exec Express,,Sweden
2227,Euro Sun,ESN,Turkey
2228,Euro-Asia Air,EAK,Kazakhstan
2229,Euro-Asia Air International,KZE,Kazakhstan
2230,EuroAtlantic Airways,MMZ,Portugal
2231,EuroJet Aviation,GOJ,United Kingdom
2232,Euroair,EUP,Greece
2233,Euroamerican Air,EUU,Uruguay
2234,Euroceltic Airways,ECY,United Kingdom
2235,Eurocontrol,EUC,Belgium
2236,Eurocopter,ECF,France
2237,Eurocypria Airlines,ECA,Cyprus
2238,Eurofly,EEZ,Italy
2239,Eurofly Service,EEU,Italy
2240,Euroguineana de Aviacion,EUG,Equatorial Guinea
2241,Eurojet Italia,ERJ,Italy
2242,Eurojet Limited,JLN,Malta
2243,Eurojet Romania,RDP,Romania
2244,Eurojet Servis,EJS,Czech Republic
2245,Eurolot,ELO,Poland
2246,Euromanx Airways,EMX,Austria
2247,Europe Air Lines,GED,France
2248,Europe Airpost,FPO,France
2249,European 2000 Airlines,EUT,Malta
2250,European Aeronautical Group UK,EAG,United Kingdom
2251,European Air Express,EAL,Germany
2252,European Air Transport,BCS,Belgium
2253,European Aviation Air Charter,EAF,United Kingdom
2254,European Business Jets,EBJ,United Kingdom
2255,European Coastal Airlines,ECB,Croatia
2256,European Executive,ETV,United Kingdom
2257,European Executive Express,EXC,Sweden
2258,Eurosense,EBG,Bulgaria
2259,Euroskylink,ESX,United Kingdom
2260,Eurowings,EWG,Germany
2261,Evergreen International Airlines,EIA,United States
2262,Everts Air Alaska/Everts Air Cargo,VTS,United States
2263,Examiner Training Agency,EMN,United Kingdom
2264,Excel Airways,XLA,United Kingdom
2265,Excel Charter,XEL,United Kingdom
2266,Excellent Air,GZA,Germany
2267,Execair Aviation,EXA,Canada
2268,Execujet Charter,VCN,Switzerland
2269,Execujet Middle East,EJO,United Arab Emirates
2270,Execujet Scandinavia,VMP,Denmark
2271,Executive Aerospace,EAS,South Africa
2272,Executive Air,LFL,Zimbabwe
2273,Executive Air Charter,EAC,United States
2274,Executive Air Fleet,XAF,United States
2275,Executive Aircraft Charter and Charter Services,ECS,Ireland
2276,Executive Aircraft Services,XAH,United Kingdom
2277,Executive Airlines,EXK,United States
2278,Executive Airlines,EXU,Spain
2279,Executive Aviation Services,JTR,United Kingdom
2280,Executive Flight,EXE,United States
2281,Executive Flight Operations Ontario Government,TRI,Canada
2282,Executive Jet Charter,EXJ,United Kingdom
2283,Executive Jet Management,EJM,United States
2284,Executive Turbine Aviation,TEA,South Africa
2285,Eximflight,EXF,Mexico
2286,Exin,EXN,Poland
2287,Expertos En Carga,EXR,Mexico
2288,Expo Aviation,EXV,Sri Lanka
2289,Express Air,FXA,United States
2290,Express International Cargo,EIC,S
2291,Express Line Aircompany,XPL,United States
2292,Express Net Airlines,XNA,United States
2293,Express One International,LHN,United States
2294,Express Tours,XTO,Canada
2295,ExpressJet,BTA,United States
2296,Exxavia Limited,JTM,Ireland
2297,easyJet,EZY,United Kingdom
2298,NetJets,EJA,United States
2299,F.S. Air Service,EYE,United States
2300,FAI Airservice,IFA,Germany
2301,FINFO Flight Inspection Aircraft,FLC,United States
2302,FLM Aviation Mohrdieck,FKI,Germany
2303,FLTPLAN,DCM,United States
2304,FLowair Aviation,FLW,France
2305,FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt,FMG,Germany
2306,FR Aviation,FRA,United Kingdom
2307,FSB Flugservice & Development,FSB,Germany
2308,FSH Luftfahrtunternehmen,LEJ,Germany
2309,Fab Air,FBA,Kyrgyzstan
2310,Facts Air,FCS,Mexico
2311,Fair Aviation,FAV,South Africa
2312,Fair Wind Air Charter,FWD,United Arab Emirates
2313,Fairlines,FLS,Netherlands
2314,Fairoaks Flight Centre,FFC,United Kingdom
2315,Fairways Corporation,FWY,United States
2316,Falcon Air,FCN,Sweden
2317,Falcon Air,FAR,Slovenia
2318,Falcon Air Express,FAO,United States
2319,Falcon Airline,FAU,Nigeria
2320,Falcon Aviation,,Sweden
2321,Falcon Aviation Services,FVS,United Arab Emirates
2322,Falcon Jet Centre,FJC,United Kingdom
2323,Falwell Aviation,FAW,United States
2324,Far Eastern Air Transport,EFA,Taiwan
2325,Farmingdale State University,FDL,United States
2326,Farnair Hungary,FAH,Hungary
2327,Farnair Netherlands,FRN,Netherlands
2328,Farnair Switzerland,FAT,Switzerland
2329,Farnas Aviation Services,RAF,Sudan
2330,Faroecopter,HBL,Denmark
2331,Faroejet,RCK,Faroe Islands
2332,Farwest Airlines,FRW,United States
2333,Faso Airways,FSW,Burkina Faso
2334,Fast Helicopters,FHL,United Kingdom
2335,Fayban Air Services,FAY,Nigeria
2336,Fayetteville Flying Service and Scheduled Skyways System,SKM,United States
2337,Federal Air,FDR,South Africa
2338,Federal Airlines,FLL,Sweden
2339,Federal Armed Forces,DCN,Germany
2340,Federal Armored Service,FRM,United States
2341,Federal Aviation Administration,NHK,United States
2342,Federal Express,FDX,United States
2343,Feniks Airline,FNK,Kazakhstan
2344,Feria Aviacion,FER,Spain
2345,Fika Salaama Airlines,HGK,Uganda
2346,Finalair Congo,FNC,Republic of the Congo
2347,Financial Airxpress,FAK,United States
2348,Fine Airlines,FBF,United States
2349,Finist'air,FTR,France
2350,Finnair,FIN,Finland
2351,Finncomm Airlines,WBA,Finland
2352,Finnish Air Force,FNF,Finland
2353,Firefly,FFM,Malaysia
2354,First Air,FAB,Canada
2355,First Air Transport,JRF,Japan
2356,First Cambodia Airlines,FCC,Cambodia
2357,First Choice Airways,FCA,United Kingdom
2358,First City Air,MBL,United Kingdom
2359,First Flying Squadron,GGA,United States
2360,First Line Air,FIR,Sierra Leone
2361,First Sabre,FTS,Mexico
2362,Fischer Air,FFR,Czech Republic
2363,Fischer Air Polska,FFP,Poland
2364,Flagship Express Services,FSX,United States
2365,Flair Airlines,FLE,Canada
2366,Flamenco Airways,WAF,United States
2367,Flamingo Air,FMR,United States
2368,Flamingo Air-Line,FLN,Kazakhstan
2369,Flash Airlines,FSH,Egypt
2370,Fleet Requirements Air Direction Unit,BWY,United Kingdom
2371,Fleetair,FLR,South Africa
2372,Flexair,FXY,Netherlands
2373,Flexflight,FXT,Denmark
2374,Flight Alaska,TUD,United States
2375,Flight Calibration Service,FCK,Germany
2376,Flight Centre Victoria,FCV,Canada
2377,Flight Corporation,FCP,New Zealand
2378,Flight Dispatch Services,FDP,Poland
2379,Flight Express,FLX,United States
2380,Flight Inspection Center of the General Administration of Civil Aviation in China,CFI,China
2381,Flight Inspections and Systems,LTS,Russia
2382,Flight International,IVJ,United States
2383,Flight Line,MIT,United States
2384,Flight Ops International,FOI,United States
2385,Flight Options,OPT,United States
2386,Flight Precision Limited,CLB,United Kingdom
2387,Flight Safety Limited,FSL,United Kingdom
2388,Flight Support Sweden,FSU,Sweden
2389,Flight Trac,CCK,United States
2390,Flight Training Europe,AYR,Spain
2391,Flight West Airlines,FWQ,Australia
2392,Flight-Ops International,KLO,Canada
2393,Flightcraft,CSK,United States
2394,Flightexec,FEX,Canada
2395,Flightline,FLT,United Kingdom
2396,Flightpass Limited,FPS,United Kingdom
2397,Flightstar Corporation,FSR,United States
2398,Flightworks,KDZ,United States
2399,Flint Aviation Services,FAZ,United States
2400,Florida Air,OJY,United States
2401,Florida Coastal Airlines,FCL,United States
2402,Florida Department of Agriculture,FFS,United States
2403,Florida Jet Service,FJS,United States
2404,Florida West International Airways,FWL,United States
2405,Flugdienst Fehlhaber,FFG,Germany
2406,Flugschule Basel,FLU,Switzerland
2407,Flugschule Eichenberger,EZB,Switzerland
2408,Flugwerkzeuge Aviation Software,FWZ,Austria
2409,Fly Air,FLM,Turkey
2410,Fly CI Limited,FCT,United Kingdom
2411,Fly Europa Limited,FEE,United Kingdom
2412,Fly Excellent,FXL,Sweden
2413,Fly International Airways,NVJ,Tunisia
2414,Fly Line,FIL,Spain
2415,Fly Me Sweden,FLY,Sweden
2416,Fly Wex,IAD,Italy
2417,AirAsia X,XAX,Malaysia
2418,FlyLal,LIL,Lithuania
2419,FlyNordic,NDC,Sweden
2420,Flybaboo,BBO,Switzerland
2421,Flybe,BEE,United Kingdom
2422,Flycolumbia,FCE,Spain
2423,Flycom,FLO,Slovenia
2424,Flygaktiebolaget Gota Vingar,GVG,Sweden
2425,Flyglobespan,GSM,United Kingdom
2426,Flygprestanda,FPA,Sweden
2427,Flygtransporter I Nykoping,ETS,Sweden
2428,Flyguppdraget Backamo,INU,Sweden
2429,Flyhy Cargo Airlines,FYH,Thailand
2430,Flying Carpet Company,FCR,Lebanon
2431,Flying Service,FYG,Belgium
2432,Flying-Research Aerogeophysical Center,FGP,Russia
2433,Flylink Express,FLK,Spain
2434,Flyteam Aviation,FTM,United Kingdom
2435,Focus Air,FKS,United States
2436,Fokker,FOP,Netherlands
2437,Fonnafly,NOF,Norway
2438,Ford Motor Company,FOB,United Kingdom
2439,Formosa Airlines,FOS,Taiwan
2440,Formula One Management,FOR,United Kingdom
2441,Forth and Clyde Helicopter Services,FHS,United Kingdom
2442,Fortunair Canada,FXC,Canada
2443,Forward Air International Airlines,,United States
2444,Foster Aviation,FSA,United States
2445,Foster Yeoman,JFY,United Kingdom
2446,Fotografia F3,FTE,Spain
2447,Four Island Air,FIA,Antigua and Barbuda
